fit,param,kind,target,post_mean,hdi3,hdi97,in_hdi
synth_a,mu,superpop,-1.0,-0.83983636,-1.7288075685501099,0.07505672425031662,True
synth_a,sigma_model,superpop,0.8,0.86008453,0.2773760259151459,1.66153883934021,True
synth_a,sigma_model,finite_pop,0.7146310100258593,0.60121304,0.4371100068092346,0.7826371788978577,True
synth_a,sigma_item,superpop,1.8,1.3557295,1.1397098302841187,1.5842134952545166,False
synth_a,sigma_item,finite_pop,1.3759733509393617,1.3441042,1.2542964220046997,1.4335955381393433,True
synth_a,sigma_inter,superpop,0.4,0.4277834,0.3406293988227844,0.516902506351471,True
synth_a,sigma_inter,finite_pop,0.39883018931447567,0.4268046,0.3486570715904236,0.5122024416923523,True
synth_a,sigma_run,superpop,0.35,0.23086631,0.09711239486932755,0.37883293628692627,True
synth_a,sigma_run,finite_pop,0.31505200598204,0.20621675,0.11940423399209976,0.31046706438064575,False
synth_b,mu,superpop,-1.0,-1.118542,-1.9953335523605347,-0.19211646914482117,True
synth_b,sigma_model,superpop,0.8,0.8266771,0.27668529748916626,1.5957937240600586,True
synth_b,sigma_model,finite_pop,0.5853988905128943,0.5664691,0.4683215916156769,0.6631046533584595,True
synth_b,sigma_item,superpop,1.8,1.8401885,1.5342551469802856,2.1560542583465576,True
synth_b,sigma_item,finite_pop,1.8186101418523763,1.8205585,1.6793107986450195,1.9711185693740845,True
synth_b,sigma_inter,superpop,0.4,0.40845236,0.3171238899230957,0.5051929354667664,True
synth_b,sigma_inter,finite_pop,0.39458186978796367,0.40717268,0.3202401101589203,0.49559643864631653,True
synth_b,sigma_run,superpop,0.0,0.074519046,3.669328179967124e-06,0.16187895834445953,False
synth_b,sigma_run,finite_pop,0.0,0.06676136,3.601622211135691e-06,0.1375865638256073,False
synth_c_pooled,mu,superpop,-1.0,-0.13198154,-1.0307302474975586,0.6946698427200317,True
synth_c_pooled,sigma_model,superpop,0.8,0.77178645,0.05865446850657463,1.5915145874023438,True
synth_c_pooled,sigma_model,finite_pop,0.5127351360405863,0.53796047,0.1476811170578003,0.8903946876525879,True
synth_c_pooled,sigma_item,superpop,1.8,1.644459,1.3914477825164795,1.9303454160690308,True
synth_c_pooled,sigma_item,finite_pop,1.6510036228693366,1.6238556,1.5138801336288452,1.7352458238601685,True
synth_c_pooled,sigma_inter,superpop,0.4,0.47000945,0.378531277179718,0.5566022396087646,True
synth_c_pooled,sigma_inter,finite_pop,0.4374916120597537,0.46855858,0.3883390426635742,0.5501805543899536,True
synth_c_pooled,sigma_run,finite_pop,0.38424182806458507,0.443788,0.32002219557762146,0.6053040623664856,True
synth_c_het,mu,superpop,-1.0,-0.20660368,-1.0591615438461304,0.732711672782898,True
synth_c_het,sigma_model,superpop,0.8,0.7771936,0.000874765741173178,1.5893038511276245,True
synth_c_het,sigma_model,finite_pop,0.5127351360405863,0.53499526,0.04858521744608879,0.8613606095314026,True
synth_c_het,sigma_item,superpop,1.8,1.6458236,1.3780391216278076,1.9185049533843994,True
synth_c_het,sigma_item,finite_pop,1.6510036228693366,1.6244121,1.5227699279785156,1.7424451112747192,True
synth_c_het,sigma_inter,superpop,0.4,0.46992144,0.3840738534927368,0.5613828301429749,True
synth_c_het,sigma_inter,finite_pop,0.4374916120597537,0.46833634,0.3856566548347473,0.550747275352478,True
synth_c_het,sigma_run,finite_pop,0.38424182806458507,0.46103793,0.31851035356521606,0.6550934910774231,True
synth_c_het,sigma_run[ML-2411 (azureai)],superpop,0.7,0.5493293,0.006409806199371815,1.2469595670700073,True
synth_c_het,sigma_run[gemma-3-27b],superpop,0.1,0.093205646,1.8917115085059777e-05,0.23248650133609772,True
synth_c_het,sigma_run[ML-2411 (mistralazure)],superpop,0.1,0.29476535,7.851522241253406e-05,0.8952255845069885,True
synth_c_het,sigma_run[ML-2411-CAST],superpop,0.7,0.8664733,0.37421128153800964,1.4646592140197754,True
